nombre;cuit;domicilio;id_pais;contacto;email;telefono;activo
HOTELES Y GESTION SRL;30-71509830-6;SAN MARTIN 439 Piso:7  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;micaela.cabrera;micaela.cabrera@aadesa.com.ar;+54 11 5236 9018;1
HOUGHTON ARGENTINA S.A;30-70199042-7;LIBERTAD 1041 Piso:7 Dpto:A  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;virginia.fernandez;"virginia.fernandez@quakerhoughton.com; virginia.fernandez@quakerhoughton.com";T: 54 11  5244.8008 Cel: (54-9-11) 15-5859-6704;1
HS GROUP SOCIEDAD DE RESPONSABILIDAD LIMITADA;30-70981001-0;PARAGUAY 647 Piso:4 Dpto:17  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;lovando;"lovando@pdainternational.net; cminzio@pdainternational.net";+54 11 4717-2900;1
HUENEI CONSULTORA INFORMATICA S R L;30-70759178-8;FLORIDA 165 Piso:2 Dpto:200  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;rhernandez;"rhernandez@huenei.com; MFarias@huenei.com";1526862849 (Reinaldo) / 1150622245 (Marcelo);1
IDOM CONSULTING, ENGINEERING, ARCHITECTURE, S.A.U. SUCURSAL ARGENTINA;30-71552461-5;SANTA FE AV. 900 Piso:3  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;ignacio.ibanez;ignacio.ibanez@lowcarbonbusinessaction.com;1556196684;1
IFK SPORTS S.A.S.;30-71625953-2;"FRANCISCO DE PAULA CASTA&#209;EDA 1157  CORDOBA";1;compras;compras@ifksports.com;NULL;1
IMANAGING CHILE S A;30-70833752-4;PARANA 26 Piso:4 Dpto:n  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;NULL;NULL;NULL;1
IMCD ARGENTINA SRL;30-71580980-6;ARROYO 894 Piso:5 Dpto:10  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;NULL;NULL;NULL;1
IML INFLUENCE MEDIA LAB S.R.L.;30-71693737-9;ORTIZ DE OCAMPO 3302 Piso:1 Dpto:7  T:1  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;NULL;NULL;NULL;1
IMPORT VELEZ S R L;30-60810098-5;ALVAREZ THOMAS AV. 1553  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;mservi;mservi@importvelez.com.ar;NULL;1
INDEPENDENT SHIP AGENTS SA;30-70813875-0;LIBERTADOR DEL AV. 602 Piso:9  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;bsilvetti;bsilvetti@isa-agents.com.ar;114819 4100;1
INDIGO AGRICULTURE ARGENTINA S.R.L.;30-71562355-9;RECONQUISTA 336 Piso:2  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;lbunge;lbunge@indigoag.com;+54 9 11 67953003;1
INDUSTRIA SEGUTEK S.A.;30-71095047-0;SAN MARTIN 138  BUENOS_AIRES;1;proveedores;proveedores@calzadosbohm.com.ar;3221-0672                   ;1
INDUSTRIAS REUNIDAS COLOMBO DE ARGENTINA S A;30-70949424-0;AVENIDA SABATINI 3700 Piso:- Dpto:0 RIO_CUARTO CORDOBA;1;joao.grechi;joao.grechi@industriascolombo.com.br;353 6576719;1
INERGRAM CONSULTORES S.A.S.;30-71581986-0;MATURIN 2258 Piso:1 D  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;jiperezbogado;jiperezbogado@inergram.com.ar;NULL;1
INFOLYTICS S.A.;30-71721098-7;ARCOS 2646 Piso:8 Dpto:N  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;jorge.monczor;jorge.monczor@infolytics.ai;11 7084-4488;1
INFOMEDIA CONSULTING S.R.L.;30-70946355-8;SANTA FE AV. 1752 Piso:3 Dpto:A  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;sofiabazante;"sofiabazante@infomedia.consulting; melinabeszkin@infomedia.consulting";Of: 6842-0725 / Sofia: 1154075754 / Melina: 1130052579;1
INMEC S.R.L.;30-71125435-4;CALLE 97- VICTORINO DE LA PLAZA 644 VILLA_LYNCH BUENOS_AIRES;1;NULL;NULL;NULL;1
INMOBILIARE SOCIEDAD ANONIMA;30-71178953-3;ALVEAR 1075 RECONQUISTA SANTA_FE;1;gerenteoperativo;gerenteoperativo@inmobiliaresa.com;NULL;1
INMOEXPAND S.A.;30-71833551-1;LOS CRISANTEMOS OF. 101 392 Piso:0  BUENOS_AIRES;1;Javier.caratti;Javier.caratti@kwargentina.com;Javier +54 9 11 5323-0461;1
INPACO S A I C E I;33-50480803-9;MONTEVIDEO 525  BUENOS_AIRES;1;Luis.Ricceli;Luis.Ricceli@cartonesamerica.com;NULL;1
INSTITUTO CAMBRIDGE S A;30-54029451-4;TUCUMAN 1483  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;lozes;lozes@cambridge.com.ar;     011 4371 9904    011 5579 9904;1
INSUMA SUR SA;33-68972600-9;ARAUJO 1442  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;marketing;marketing@insumasur.com;Mariana cel 1167084585.;1
INTEGRACION ENERGETICA  ARGENTINA SOCIEDAD ANONIMA;30-70909972-4;LIBERTADOR DEL AV. 1068 Piso:2  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;recepcionfacturas;recepcionfacturas@ieasa.com.ar;NULL;1
INTRAWAY CORPORATION SOCIEDAD DE RESPONSABILIDAD LIMITADA;30-70873242-3;CAMPILLO 2541  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;hernan.carnabuci;hernan.carnabuci@intraway.com;115719 9577;1
INVAC S.A.;30-71155442-0;SANTA FE 1261 Piso:4 Dpto:410  SANTA_FE;1;compras;compras@invacsa.com.ar;Benavidez, Buenos Aires Tel.: 011.3221.2115/  Rosario, Santa Fe Tel.: 0341.4261285;1
INVERTIR EN BOLSA .S.A;30-71237262-8;LIBERTADOR DEL AV. 498 Piso:10  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;smasitto;smasitto@grupoieb.com.ar;Estefania 11 6277-6725;1
INVESTIGACIONES MEDICAS S A;30-63969193-0;PICHINCHA 63  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;bandreani;"bandreani@comercialdmim.com.ar;tesoreria2@im.com.ar;tesoreria@im.com.ar";NULL;1
INVESTIGACIONES VASCULARES SA;30-69351190-5;YRIGOYEN HIPOLITO 2321 Piso:02  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;bandreani;bandreani@comercialdmim.com.ar;NULL;1
ISB INTERNATIONAL SURVEY BUREAU S.R.L.;30-71085297-5;ZAPIOLA 1745 Piso:4  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;mariano.rodriguez;mariano.rodriguez@isbargentina.com.ar;NULL;1
ITALIA COMUNICACION SRL;30-71445344-7;DELGADO 1187  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;natifriedmann;"natifriedmann@gmail.com; laura@wecreatewa.com";"40818416; ";1
ITALOG S.R.L.;30-71578161-8;WHITE 5 Piso:3 Dpto:D  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;psuarez;psuarez@italog.com.ar;3329543147;1
IVANA JUDITH DEL ROSARIO CALDERON;27-29837276-8;SAN MARTIN 1600  Dpto:8 YERBA_BUENA TUCUMAN;1;ventas.miniregalos;ventas.miniregalos@gmail.com;NULL;1
JAGUAR INTERNATIONAL SERVICES S.R.L.;30-71795526-5;AVENIDA DEL LIBERTADOR 101 Piso:3 VICENTE_LOPEZ BUENOS_AIRES;1;NULL;NULL;NULL;1
JAIRO ALONSO MORENO PRADA;20-94785720-8;AUSTRIA 2512 Piso:10 Dpto:F  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;jairomorenoprada;jairomorenoprada@hotmail.com;Jairo 1137784606;1
JESSICA MARICEL CUEVAS MOSCOSO;27-24431069-4;RIVERA PEDRO I. DR. 5762 Piso:5 Dpto:A  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;NULLjessycuevas; jessycuevas@gmail.com;Jessica 11 5508-9013;1
JETSMART AIRLINES SA;30-71521296-6;SUIPACHA 1111 Piso:18  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;mariana.denenne;"mariana.denenne@jetsmart.com; javiera.valenzuela@jetsmart.com";NULL;1
JLA  ARGENTINA S A;30-68401360-9;BV ITALIA 1150  CORDOBA;1;compras;compras@jla.com.ar;3584196437;1
J L SA;30-70024623-6;ENTRE RIOS 126 TICINO CORDOBA;1;NULL;NULL;NULL;1
JOB DISENO Y COMUNICACION;30-71668653-8;"SAENZ PE&#209;A R. PTE. AV. 1110 Piso:9 4  CIUDAD_AUTONOMA_DE_BUENOS_AIRES";1;eduardo;eduardo@jobcomunicacion.com;NULL;1
JOHNSON MATTHEY ARGENTINA S A;30-69076660-0;Calle 7 Parcela 2 , Ne 194 CP 1629 Pilar  BUENOS_AIRES;1;facturaelectronica;"facturaelectronica@matthey.com; Sol.Grandamarina@matthey.com";-4498090;1
JONATAN LUCAS JASKILIOFF;20-33646484-7;LA PAMPA 3353  BUENOS_AIRES;1;shalomjaskilioff;shalomjaskilioff@gmail.com;Shalom: 0221153549610;1
JORGE ARMENGOL;20-12549401-4;ITALIA 4544 FLORIDA BUENOS_AIRES;1;jorgefarmengol;jorgefarmengol@gmail.com;Jorge 11 5808 9894;1
JOSE ANTONIO STEFANELLI;20-10995982-1;HIPOLITO YRIGOYEN 5672 EZPELETA BUENOS_AIRES;1;angiordano;angiordano@hotmail.com;Antonella 1155678801;1
JOSEFINA BLANQUET;23-34970910-4;SUIPACHA 1244 Piso:3 Dpto:A  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;josefina.blanquet;josefina.blanquet@gmail.com;48241414;1
JOSUE MARCELO ZAS;20-17802160-6;ARAOZ 2755 Piso:1  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;gerencia;gerencia@zasmarcelo.com;+54 9 11 4187-0775;1
JUAN FRANCISCO FREIJO;20-33698714-9;GARCIA TEODORO 1990 Piso:4  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;lucas;"lucas@vffarquitectos.com.ar; JUAN@VFFARQUITECTOS.COM.AR";1167989444;1
JUAN FRANCISCO REZNICK;20-23126338-2;ARANGUREN JUAN F.DR. 1746 Piso:2 Dpto:2  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;tomireznick4;tomireznick4@gmail.com;1155707520;1
JULIETA FERRARIO;27-38894609-7;UGARTE MANUEL 2232 Piso:1 Dpto:B  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;jf.julietaferrario;jf.julietaferrario@gmail.com;+5411 3012 1199;1
JUNIN ODONTOLOGIA SOCIEDADES CAP.I SECCION IV LEY 19550;30-71517358-8;JUNIN 1655 Piso:3 Dpto:A  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;sandraotegui;sandraotegui@juninodontologia.com.ar;11 6693-6677;1
JUNTAMAS PLASTICO S.A.;30-70999096-5;PARAGUAY 1186 VILLA_MARIA CORDOBA;1;compras;compras@juntamasplastico.com.ar;NULL;1
K0L0PINS IMAGEN & COMUNICACION S.A.;33-71184965-9;SUAREZ 3676  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;slazzarini;"slazzarini@perfilarg.com.ar; hgomez@perfilarg.com.ar; bespinosa@perfilarg.com.ar; ggiorgini@perfilarg.com.ar";NULL;1
KAESER COMPRESORES DE ARGENTINA S R L;30-69797244-3;ALEM LEANDRO N. AV. 693 Piso:05 Dpto:A  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;valentina.bekir;"valentina.bekir@kaeser.com;natalia.rodriguez@kaeser.com; andres.oses@kaeser.com; proveedores.argentina@kaeser.com";+54 3327 41 4800;1
KAIKEN S A;30-70818369-1;"ROQUE SAENZ PE&#209;A 5516  MENDOZA";1;smayorga;smayorga@kaikenwines.com;Soledad 2615517488;1
KANDIKO S A;30-68521772-0;CERRITO 1070 Piso:4 Dpto:74  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;compras;"compras@grupoagg.com;msilva@grupoagg.com;lbenitez@grupoagg.com";NULL;1
KAPELUSZ EDITORA SA;30-64202875-4;ALEM LEANDRO N. AV. 720  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;jchaneton;jchaneton@santillana.com;4119-5007;1
KIRPLASTIC SOCIEDAD ANONIMA;30-61948404-1;SOLDADO DE LA INDEPENDENCIA 1424 Piso:06  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;producto;producto@kirplastic.com.ar;NULL;1
KNIGHT PIESOLD ARGENTINA CONSULTORES SA;30-70921221-0;LATERAL CIRCUNVALACION(SUR) 40  SAN_JUAN;1;ebosio;"ebosio@knightpiesold.com; sbertola@knightpiesold.com";+54 (261) 461 7400 ;1
KOBAK INGENIERIA S.R.L.;33-70921051-9;25 DE MAYO 9 Piso:PB  CHUBUT;1;gerencia;gerencia@surwal.com;NULL;1
KOMPUSUR S A;30-60933119-0;CHASCOMUS 5602  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;clobullo;clobullo@x-28.com;NULL;1
KORN FERRY FUTURESTEP ARGENTINA S.R.L.;30-71218428-7;LIBERTADOR DEL AV. 498 Piso:7 Dpto:SUR  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;Ana.Osorio;Ana.Osorio@KornFerry.com;1126347753;1
KRAFEI S.R.L.;30-71250825-2;PASCUAL SIMONE 854 LUJAN BUENOS_AIRES;1;angelaares;angelaares@hotmail.com;NULL;1
KRONEN VETERINARY SUPPLIER SA;33-70796195-9;ALEM 115 QUILMES BUENOS_AIRES;1;danielotamendi;"danielotamendi@kronenvet.com.ar; compras@kronenvet.com.ar";(0221) 452-0650 ;1
LABORATORIOS KONIG S A;30-58301285-7;RIVADAVIA 719 Piso:PB AVELLANEDA BUENOS_AIRES;1;pagos;"pagos@koniglab.com; pzubiri@koniglab.com; mensajes@koniglab.com; mgtaroni@koniglab.com";4208-4141;1
LABRANZA ESTRATEGICA SA;30-71660736-0;ARISTOBULO DEL VALLE 222 LOBERIA BUENOS_AIRES;1;agustina;agustina@montenegrosa.com.ar;NULL;1
LABURING S.A.;30-71065302-6;OLAZABAL 2829 Piso:10 Dpto:C  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;pr;pr@laburing.com;15 6573 5554;1
LA CORPO SRL;30-71185851-9;OMBU 2935  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;cecilio.navarro;cecilio.navarro@lacorpo.com.ar;NULL;1
LA CUMBRE SAN LUIS S A;33-62333061-9;COLON 327 Piso:1 Dpto:1  SAN_LUIS;1;mcvinabal;"mcvinabal@hileret.com.ar; adomenech@hileret.com.ar";NULL;1
LAGARDE SA;33-56790571-9;SAN MARTIN 1745  MENDOZA;1;selva.manzur;"selva.manzur@lagarde.com.ar; natalia.balbontin@lagarde.com.ar";261498-0011/2037;1
LAGO S A;30-68118989-7;VIEYTES 844 BAHIA_BLANCA BUENOS_AIRES;1;antonella.ruiz;antonella.ruiz@grupogrp.com.ar;Antonella 2914714003;1
LA LITA SRL;30-70948741-4;RUTA 16 KM 30 0 LARROQUE ENTRE_RIOS;1;agrolalita;agrolalita@gmail.com;NULL;1
LA RED COMPUTACION S R L;30-69114481-6;BELGRANO AV. 1217 Piso:11 Dpto:114  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;lsalvo;lsalvo@pchard.com.ar;43824411;1
LAS JULIETAS SRL;30-71648967-8;DARREGUEYRA 2488  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;administracion;administracion@santaelena1915.com;NULL;1
LAS MEJORES MEDIALUNAS S.A.;30-71412796-5;FOREST AV. 1502  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;fperalta;fperalta@clargentina.com.ar;4583-6061/7376;1
LAS PALOS SRL;30-71619844-4;LIBERTADOR DEL AV. 828 Piso:12  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;NULL;NULL;Camila: 1140793152;1
LATIN SECURITIES  S. A.;30-68518222-6;ARENALES 707 Piso:6  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;daniela.ramos;"daniela.ramos@arpartners.com.ar;sandra.panier@arpartners.com.ar;tomas.perezcorrales@arpartners.com.ar";NULL;1
LAUTARO DANIEL PENNELLA;20-36158116-5;NAON ROMULO AV. 2335  Dpto:12  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;lautaropennella;lautaropennella@gmail.com;11 3269-0333;1
LEBISA S.A.;30-70734830-1;SARGENTO CABRAL 405 BOLIVAR BUENOS_AIRES;1;patronellimotorstore;patronellimotorstore@gmail.com;Nicolas 2244 475348;1
LEGO POURTAU S.A.;30-71100643-1;ITUZAINGO 1250 Piso:PB Dpto:0  BUENOS_AIRES;1;vmartinez;vmartinez@epourtau.com.ar;2241496187;1
LEIMAT S.A.;30-71086872-3;TRES ARROYOS 911 CIPOLLETTI RIO_NEGRO;1;mkt;mkt@leimat.com.ar;NULL;1
LENNARD ARGENTINA S.R.L.;30-71662775-2;"ROQUE S&#193;ENZ PE&#209;A 1189  Dpto:4 TUNUYAN MENDOZA";1;administracion;administracion@lennardargentina.com;2622-228607;1
LIBROS Y PROCESOS SRL;30-71450214-6;HIPOLITO YRIGOYEN 399 RESISTENCIA CHACO;1;administracion;administracion@editarsrl.com;NULL;1
LIDER CONSTRUCCIONES S.R.L.;30-70943592-9;AVDA FELIPE FIGUEROA 204  CATAMARCA;1;floorhoffmann;floorhoffmann@gmail.com;NULL;1
LIFESTYLE ENTERTAINMENT SRL;30-71221760-6;DEHEZA 2921 Piso:6 Dpto:B  T:PICO  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;vilmabattista;vilmabattista@gmail.com;116232 8882;1
LILIAN IVONNE VILLAR;27-16310141-1;ENTRE RIOS 464 VILLA_MERCEDES SAN_LUIS;1;dalejandranava;dalejandranava@yahoo.com.ar;NULL;1
LINSER SOCIEDAD ANONIMA COMERCIAL INDUSTRIAL Y DE SERVICIOS;30-51989149-9;RECONQUISTA 575 Piso:2 Dpto:B  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;gabriela.zerpa;gabriela.zerpa@linser.com.ar;Gabriela: 4893-0194;1
LITTLE BLUE SOCIEDAD DE RESPONSABILIDAD LIMITADA;30-71050128-5;COLECTORA PANAMERICANA 1807 VILLA_ADELINA BUENOS_AIRES;1;patricio;patricio@littleblue.com.ar;NULL;1
LIXIS S.A.U.;33-70808622-9;LIMA 1368 MARTINEZ BUENOS_AIRES;1;wpatriarca;wpatriarca@seavision-latam.com;114836 2800 ;1
LORENA ELINA LOBOS;27-25462491-3;"AV. LIBERTADOR GRAL SAN MART&#205;N (OESTE) 521 Piso:5 Dpto:1  SAN_JUAN";1;graficacentral13;graficacentral13@gmail.com;NULL;1
LORENZATI RUETSCH Y CIA S A;30-54272633-0;DIAGONAL MITRE 40 TICINO CORDOBA;1;NULLgestionrrhh; gestionrrhh@lorenzati.com  ;Federico 353427887;1
LOS CIPRESES SA;30-60508618-3;ANTARTIDA ARGENTINA AV. 821  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;gcarraro;gcarraro@buquebus.com;NULL;1
LOW RISK GROUP S R L;30-70838406-9;IRIGOYEN BERNARDO DE 546 Piso:6 Dpto:A  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;snussiscanay;snussiscanay@lowriskgroup.com.ar;Sabrina: 3051-7971;1
LUCAS MATIAS ADUR;20-29535211-7;63 2260  Dpto:UF S:F10 BERAZATEGUI BUENOS_AIRES;1;aikidofund;"aikidofund@gmail.com; fernandoadur10@gmail.com";+54 9 11 4946-2710;1
LUCIANO ENRIQUE FACHETTI;20-26572335-8;PJE.GIRARDI 1157  SANTA_FE;1;fernandoherrera;fernandoherrera@logoclub.com.ar;Tel. 0341-6791325 oficina  Cel. 341-5046978;1
LUXURY TRAVEL CORP S.R.L.;30-71687595-0;DARWIN 1154  Dpto:1  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;cblousson;cblousson@turismofelgueres.com;1134831157 Corinne Blousson;1
LUZ DE TRES PICOS S.A.;30-71539912-8;MOREAU DE JUSTO A.AV 2030 Piso:3 Dpto:304  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;administracion;administracion@pcr.energy;NULL;1
LV CONSTRUCCIONES S.A.;30-71515845-7;INDEPENDENCIA AV. 1330 Piso:12 Dpto:02  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;info;info@estudioagr.com;011 5263 9863;1
L V SPADA Y CIA SA;30-59269928-8;ALVEAR (113) 2538 SAN_MARTIN BUENOS_AIRES;1;compras;compras@lvspada.com.ar;NULL;1
M3 ARGENTINA SRL;30-71143694-0;CABILDO AV. 642 Piso:1  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;Luciano.Virgillito;"Luciano.Virgillito@m3eng.com;PagoProveedores@m3eng.com;Cecilia.Otano@m3eng.com"; +54 11 4118 7300 ext 6015 ;1
MAD COMUNICACION S.A.;30-71488384-0;"RAFAEL NU&#209;EZ 3835 Piso:1 Dpto:5  CORDOBA";1;gisela.falco;"gisela.falco@madweb.com.ar; administracion@madweb.com.ar";0351-4423222;1
MADELAN SA;30-61524303-1;RECONQUISTA 365 Piso:8 Dpto:A  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;adiazvaldez;adiazvaldez@madelan.com.ar;Agustina Diaz Valdez: 11 3787-3024;1
MADEXA SA;30-69212321-9;199 1404  BUENOS_AIRES;1;silvana;silvana@madexa.com.ar;NULL;1
MAGDALENA PEREZ ESEVERRI;27-36906412-1;VIDT 1935 Piso:7 Dpto:B  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;guetaria.info;"guetaria.info@gmail.com ; Sofi.calcapina@gmail.com";Sofia 2262554988;1
MAGIC COLORS S.A.;30-71227762-5;INDEPENDENCIA 381 Piso:3 ARTEAGA SANTA_FE;1;belensabatino;belensabatino@mcpinturas.com.ar;NULL;1
MAIRA JOHANA IeIGUEZ;27-34351471-4;EL LEONCITO 0  Dpto:23   M:D SANTA_LUCIA SAN_JUAN;1;juanandresnavas;juanandresnavas@gmail.com;NULL;1
MALENA ALEJANDRA DIP;27-32412172-8;"RODRIGUEZ PE&#209;A 1640 Piso:3 Dpto:B  CIUDAD_AUTONOMA_DE_BUENOS_AIRES";1;enterdigitalschool;enterdigitalschool@gmail.com;NULL;1
MANUPACKAGING ARGENTINA S A;30-69730926-4;RUTA PANAMERICANA KM 52 ESCOBAR BUENOS_AIRES;1;yanina.nicli;"yanina.nicli@manupackaging.com.ar; Carlos.Alfonso@manupackaging.com.ar";Cel: 01139144975 / 0348 443 6053 ;1
MAP CAPITAL LATAM S.A.;30-71675250-6;10 809  Dpto:2  BUENOS_AIRES;1;azain;azain@map-eba.com;NULL;1
MAPIS AGROPECUARIA S.A.;30-71113583-5;RECONQUISTA 1034 Piso:7  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;comprasbafarm;comprasbafarm@gmail.com;1159967719;1
MAPLINK ARGENTINA S.R.L.;33-71526169-9;CORDOBA AV. 5869 Piso:3 Dpto:A  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;sofia.serra;sofia.serra@maplink.global;+5541 998058367;1
MAPRIN S A COMERCIAL E INDUSTRIAL;30-53707231-4;GARCIA DEL RIO A 3095  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;NULL;NULL;NULL;1
MARCELA ROMINA MERCADO;27-22592632-3;FIGUEROA APOLINARIO CNEL. 818 Piso:PB  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;silvina.direnzo;silvina.direnzo@beandbeagency.com;NULL;1
MARCELO LUIS MOLINI;20-12070681-1;FLORES DEL CAMPO 465 VIEDMA RIO_NEGRO;1;marcelo_molini;marcelo_molini@yahoo.com.ar;+54 9 2920 603638;1
MARCELO MARTIN ZANLUCHI;20-23707260-0;PRINGLES 1246  SAN_LUIS;1;info;info@fsltenis.com.ar;Martin: 2664410541;1
MARCK S.A.;30-70876832-0;RIVERA INDARTE 747  CORDOBA;1;gimena.gomez;gimena.gomez@keylab.com.ar;NULL;1
MARIA DE LOS ANGELES COLMAN PERDOMO;27-95727008-0;MOLIERE 1218 Piso:2 Dpto:C  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;mariangelsperdomo;mariangelsperdomo@gmail.com;1123909356;1
MARIA FLORENCIA NIETO;23-29531127-4;ARCE 775 Piso:3 Dpto:11  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;ap;ap@patomandarin.com.ar;Alejandro Perez 11-3221-0672  Cel: 11-5955-3093;1
MARIA LAURA ECHEVERRIA Y CYNTHIA GISELA FERNANDEZ S.H.;30-71120586-8;TERRADA 1721 Piso:8 Dpto:B  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;agconsultoresba;agconsultoresba@gmail.com;Ana : 11 3470 0946;1
MARIA MONACO;27-28321640-9;BUSTILLO J.GRAL.PJE. 3275  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;maria;"maria@doble-eme.com.ar; eliana@doble-eme.com.ar";011 3974 5439;1
MARIANA  SOCIEDAD ANONIMA;30-69185207-1;ARISTOBULO DEL VALLE   (SUR) 751  SAN_JUAN;1;compras;compras@marianaombu.com.ar;Manuel Terrero: 0261 e 15 6408107;1
MARIANA VANINA SAD;27-23856139-1;IRIGOYEN 626  NEUQUEN;1;rcvnatalia;rcvnatalia@gmail.com;299-155349732;1
MARIA PAZ ALONSO;27-30183201-5;AV. GOB. VERGARA 3678 Piso:2 Dpto:B HURLINGHAM BUENOS_AIRES;1;eventos;eventos@masaiviajes.com;NULL;1
MARIA SOLEDAD HORNY;27-18792880-5;VITALE 500  BUENOS_AIRES;1;Leila.Alonso;Leila.Alonso@IFF.com;NULL;1
MARIA TERESA BLAQUIER;27-04712615-6;JUAN JOSE PASSO 531 MARTINEZ BUENOS_AIRES;1;elfaisan;elfaisan@copesnet.com.ar;02227 506276;1
MARILIA DA SILVA MIeOS;27-94723502-3;GUTIERREZ 648  Dpto:3 QUILMES BUENOS_AIRES;1;comunicamariliaminos;comunicamariliaminos@gmail.com;1122611467;1
MARMO BRA SRL;33-69543472-9;LOS PARAISOS 833  BUENOS_AIRES;1;jimena;jimena@canterasdelmundo.com;Tel: 4139-9000 / 4450-2148  Int.101 / 15 3648-9211;1
MARMOLES Y GRANITOS DE SAN LUIS S A;30-62080493-9;LAS HERAS 440  SAN_LUIS;1;erubio;"erubio@destefano.com.ar; proveedores@destefano.com.ar";Eduardo: 11 5323-9794;1
MARTIN ALEJANDRO ENRIQUEZ;20-25282472-4;BALLIVIAN 2783  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;martin;martin@firstfoundry.co;NULL;1
MARTIN ALEJANDRO GIGENA;20-36754601-9;SAN BLAS 5068  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;fbentancor;fbentancor@bigcheese.com.uy;NULL;1
MARTIN REYDO;23-29194040-4;ALVEAR AV. 1690 Piso:PB  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;mbbonello;mbbonello@fund.ar;Belen: 1150295798;1
MASTELLONE HNOS S A;30-54724233-1;ALMIRANTE BROWN 957  BUENOS_AIRES;1;mafernandez;"mafernandez@mastellone.com.ar;MROLDAN@mastellone.com.ar;SZARLENGA@mastellone.com.ar ";NULL;1
MATIKA S.A.;30-71009660-7;PUJOL 628  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;ariana.lopez;"ariana.lopez@geoagris.com;andreina.suarez@geoagris.com";NULL;1
